rep_new,policy_level,date,organisation,purpose,department,others_at_the_meeting,source,registrant_additional_information,portal_source,RecordId,tag
Paul Sweeney MSP,MSP,18/02/2024,Quantum Communications,Meeting with Martin Whitfield MSP  Member for South Scotland  Paul Sweeney MSP  Member for Glasgow  and Pam Duncan-Glancy MSP  Member for Glasgow  at the Scottish Labour Party Conference.  We introduced the Members to the CEO of Sistema Scotland and the Big Noise Raploch programme participants and arranged a photo with the CEO and Members to promote the charity and its transformational work in disadvantaged communities in Scotland. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,"Martin Whitfield, Pam Duncan-Glancy",https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49516,Type: None | Lobbyist names: Alan Roden; Kerry Mosson | Entity lobbying on behalf of organisation: Sistema Scotland,Scottish lobbying register,97532,
Pam Duncan-Glancy MSP,MSP,18/02/2024,Quantum Communications,Meeting with Martin Whitfield MSP  Member for South Scotland  Paul Sweeney MSP  Member for Glasgow  and Pam Duncan-Glancy MSP  Member for Glasgow  at the Scottish Labour Party Conference.  We introduced the Members to the CEO of Sistema Scotland and the Big Noise Raploch programme participants and arranged a photo with the CEO and Members to promote the charity and its transformational work in disadvantaged communities in Scotland. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,"Martin Whitfield, Paul Sweeney",https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49516,Type: None | Lobbyist names: Alan Roden; Kerry Mosson | Entity lobbying on behalf of organisation: Sistema Scotland,Scottish lobbying register,97533,
Michael Marra MSP,MSP,18/02/2024,Quantum Communications,Meeting with Michael Marra MSP  Member for North East Scotland  at the Scottish Labour Party Conference.  We facilitated a discussion between the Member and the CEO of Sistema Scotland  and introduced the Member to Big Noise Raploch programme participants.   We discussed Sistema Scotland's desire for long-term funding from the Scottish Government  updated the Member on ongoing discussions with Ministers  and agreed to provide further information when available.   We also facilitated a photo with the Member to promote the charity and its transformational work in disadvantaged communities in Scotland. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49515,Type: None | Lobbyist names: Alan Roden | Entity lobbying on behalf of organisation: Sistema Scotland,Scottish lobbying register,97534,
Daniel Johnson MSP,MSP,17/02/2024,Quantum Communications,Meeting with Daniel Johnson MSP  Member for Edinburgh Southern  at the Scottish Labour Party Conference.  We introduced the Member to our client  Community Windpower and detailed the organisation's plans for onshore wind in Scotland.   We asked the Member for advice on further engagement with his Labour Party colleagues  and offered to provide follow-up information on data mapping in relation to renewables  the electricity grid and broadband capability in Scotland.  | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49512,Type: None | Lobbyist names: Alan Roden | Entity lobbying on behalf of organisation: Community Windpower,Scottish lobbying register,97535,Climate
Michael Marra MSP,MSP,17/02/2024,Quantum Communications,Conversation with Michael Marra MSP  Member for North East Scotland  at the Community Windpower exhibition stand  at the Scottish Labour Party Conference.  We introduced the Member to our client  Community Windpower  and asked him to pose for a photo highlighting the company's proposals for onshore wind in Scotland.  | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49511,Type: None | Lobbyist names: Alan Roden | Entity lobbying on behalf of organisation: Community Windpower,Scottish lobbying register,97536,Climate
Colin Smyth MSP,MSP,17/02/2024,Quantum Communications,Meeting with Colin Smyth  Member for South Scotland  at the Scottish Labour Party Conference.  We introduced the Member to our client  Community Windpower  highlighted the organisation's proposals for onshore wind in the Dumfries and Galloway local authority area  and discussed how wind farms can deliver community benefits.   We offered to provide an update to the Member on Community Windpower's community benefit activity and proposals for the Star of Caledonia sculpture close to the border with England  and agreed to hold further discussions with the Member's colleagues in the UK Labour Party. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49510,Type: None | Lobbyist names: Alan Roden | Entity lobbying on behalf of organisation: Community Windpower,Scottish lobbying register,97537,Climate
Martin Whitfield MSP,MSP,15/02/2024,Quantum Communications,Meeting with Martin Whitfield MSP  Member for South Scotland. We asked the Member for assistance with arranging a future site visit and meeting in East Lothian with Scottish Labour MSPs on behalf of our client  Community Windpower. | Location: Crowne Plaza Hotel Congress Road Glasgow G3 8QT  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49506,Type: None | Lobbyist names: Alan Roden | Entity lobbying on behalf of organisation: Communityn Windpower,Scottish lobbying register,97538,
Paul Sweeney MSP,MSP,17/02/2024,iNHouse Communications,Discussion with Paul Sweeney MSP  Member for Glasgow  at the Scotch Whisky Association exhibition area during the Scottish Labour Party Conference. We promoted the Scotch Whisky industry's role as part of Labour's ambitions for a 'Brand Scotland ' and sought the Member's support for the Scotch Whisky Association's Budget campaign  which calls for a cut in spirits excise duty.  We invited the Member to be photographed with a pledge card showing support for the Scotch Whisky industry. | Location: Scottish Event Campus Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49500,Type: Company | Lobbyist names: Beth Robertson; Jennifer Watson | Entity lobbying on behalf of organisation: Scotch Whisky Association,Scottish lobbying register,97539,
Neil Bibby MSP,MSP,17/02/2024,iNHouse Communications,Discussion with Neil Bibby MSP  Member for West Scotland  at the Scotch Whisky Association exhibition area during the Scottish Labour Party Conference. We promoted the Scotch Whisky industry's role as part of Labour's ambitions for a 'Brand Scotland ' and sought the Member's support for the Scotch Whisky Association's Budget campaign  which calls for a cut in spirits excise duty.  We invited the Member to be photographed with a pledge card showing support for the Scotch Whisky industry. | Location: Scottish Event Campus Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49498,Type: Company | Lobbyist names: Jennifer Watson; Beth Robertson | Entity lobbying on behalf of organisation: Scotch Whisky Association,Scottish lobbying register,97540,
Jackie Baillie MSP,MSP,17/02/2024,iNHouse Communications,Discussion with Jackie Baillie MSP  Member for Dumbarton  at the Scotch Whisky Association exhibition area during the Scottish Labour Party Conference. We promoted the Scotch Whisky industry's role as part of Labour's ambitions for a 'Brand Scotland ' and sought the Member's support for the Scotch Whisky Association's Budget campaign  which calls for a cut in spirits excise duty.  We invited the Member to be photographed with a pledge card showing support for the Scotch Whisky industry. | Location: Scottish Event Campus Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49497,Type: Company | Lobbyist names: Jennifer Watson; Beth Robertson | Entity lobbying on behalf of organisation: Scotch Whisky Association,Scottish lobbying register,97541,
Paul O'Kane MSP,MSP,17/02/2024,iNHouse Communications,Discussion with Paul O'Kane MSP  Member for West Scotland  at the Scotch Whisky Association exhibition area during the Scottish Labour Party Conference. We promoted the Scotch Whisky industry's role as part of Labour's ambitions for a 'Brand Scotland ' and sought the Member's support for the Scotch Whisky Association's Budget campaign  which calls for a cut in spirits excise duty.  We invited the Member to be photographed with a pledge card showing support for the Scotch Whisky industry. | Location: Scottish Event Campus Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49496,Type: Company | Lobbyist names: Jennifer Watson; Beth Robertson | Entity lobbying on behalf of organisation: Scotch Whisky Association,Scottish lobbying register,97542,
